id,nombre,vel,SAMPLE_1,SAMPLE_2,SAMPLE_3,SAMPLE_4,SAMPLE_5,SAMPLE_6,SAMPLE_7,SAMPLE_8,SAMPLE_9,SAMPLE_10,SAMPLE_11,SAMPLE_12,SAMPLE_13,SAMPLE_14,SAMPLE_15,SAMPLE_16,SAMPLE_17,SAMPLE_18,SAMPLE_19,SAMPLE_20,SAMPLE_21,SAMPLE_22,SAMPLE_23,SAMPLE_24,SAMPLE_25,SAMPLE_26,SAMPLE_27,SAMPLE_28,SAMPLE_29,SAMPLE_30,SAMPLE_31,SAMPLE_32,SAMPLE_33,SAMPLE_34,SAMPLE_35,SAMPLE_36,SAMPLE_37,SAMPLE_38,SAMPLE_39,SAMPLE_40,SAMPLE_41,SAMPLE_42,SAMPLE_43,SAMPLE_44,SAMPLE_45,SAMPLE_46,SAMPLE_47,SAMPLE_48,SAMPLE_49,SAMPLE_50,SAMPLE_51,SAMPLE_52,SAMPLE_53,SAMPLE_54,SAMPLE_55,SAMPLE_56,SAMPLE_57,SAMPLE_58,SAMPLE_59,SAMPLE_60,SAMPLE_61,SAMPLE_62,SAMPLE_63,SAMPLE_64,SAMPLE_65,SAMPLE_66,SAMPLE_67,SAMPLE_68,SAMPLE_69,SAMPLE_70,SAMPLE_71,SAMPLE_72,SAMPLE_73,SAMPLE_74,SAMPLE_75,SAMPLE_76,SAMPLE_77,SAMPLE_78,SAMPLE_79,SAMPLE_80,SAMPLE_81,SAMPLE_82,SAMPLE_83,SAMPLE_84,SAMPLE_85,SAMPLE_86,SAMPLE_87,SAMPLE_88,SAMPLE_89,SAMPLE_90,SAMPLE_91,SAMPLE_92,SAMPLE_93,SAMPLE_94,SAMPLE_95,SAMPLE_96,SAMPLE_97,SAMPLE_98,SAMPLE_99,SAMPLE_100,SAMPLE_101,SAMPLE_102,SAMPLE_103,SAMPLE_104,SAMPLE_105,SAMPLE_106,SAMPLE_107,SAMPLE_108,SAMPLE_109,SAMPLE_110,SAMPLE_111,SAMPLE_112,SAMPLE_113,SAMPLE_114,SAMPLE_115,SAMPLE_116,SAMPLE_117,SAMPLE_118,SAMPLE_119,SAMPLE_120,SAMPLE_121,SAMPLE_122,SAMPLE_123,SAMPLE_124,SAMPLE_125,SAMPLE_126,SAMPLE_127,SAMPLE_128,SAMPLE_129,SAMPLE_130,SAMPLE_131,SAMPLE_132,SAMPLE_133,SAMPLE_134,SAMPLE_135,SAMPLE_136,SAMPLE_137,SAMPLE_138,SAMPLE_139,SAMPLE_140,SAMPLE_141,SAMPLE_142,SAMPLE_143,SAMPLE_144,SAMPLE_145,SAMPLE_146,SAMPLE_147,SAMPLE_148,SAMPLE_149,SAMPLE_150,SAMPLE_151,SAMPLE_152,SAMPLE_153,SAMPLE_154,SAMPLE_155,SAMPLE_156,SAMPLE_157,SAMPLE_158,SAMPLE_159,SAMPLE_160,SAMPLE_161,SAMPLE_162,SAMPLE_163,SAMPLE_164,SAMPLE_165,SAMPLE_166,SAMPLE_167,SAMPLE_168,SAMPLE_169,SAMPLE_170,SAMPLE_171,SAMPLE_172,SAMPLE_173,SAMPLE_174,SAMPLE_175,SAMPLE_176,SAMPLE_177,SAMPLE_178,SAMPLE_179,SAMPLE_180,SAMPLE_181,SAMPLE_182,SAMPLE_183,SAMPLE_184,SAMPLE_185,SAMPLE_186,SAMPLE_187,SAMPLE_188,SAMPLE_189,SAMPLE_190,SAMPLE_191,SAMPLE_192,SAMPLE_193,SAMPLE_194,SAMPLE_195,SAMPLE_196,SAMPLE_197,SAMPLE_198,SAMPLE_199,SAMPLE_200,SAMPLE_201,SAMPLE_202,SAMPLE_203,SAMPLE_204,SAMPLE_205,SAMPLE_206,SAMPLE_207,SAMPLE_208,SAMPLE_209,SAMPLE_210,SAMPLE_211,SAMPLE_212,SAMPLE_213,SAMPLE_214,SAMPLE_215,SAMPLE_216,SAMPLE_217,SAMPLE_218,SAMPLE_219,SAMPLE_220,SAMPLE_221,SAMPLE_222,SAMPLE_223,SAMPLE_224,SAMPLE_225,SAMPLE_226,SAMPLE_227,SAMPLE_228,SAMPLE_229,SAMPLE_230,SAMPLE_231,SAMPLE_232,SAMPLE_233,SAMPLE_234,SAMPLE_235,SAMPLE_236,SAMPLE_237,SAMPLE_238,SAMPLE_239,SAMPLE_240,SAMPLE_241,SAMPLE_242,SAMPLE_243,SAMPLE_244,SAMPLE_245,SAMPLE_246,SAMPLE_247,SAMPLE_248,SAMPLE_249,SAMPLE_250,SAMPLE_251,SAMPLE_252,SAMPLE_253,SAMPLE_254,SAMPLE_255,SAMPLE_256,SAMPLE_257,SAMPLE_258,SAMPLE_259,SAMPLE_260,SAMPLE_261,SAMPLE_262,SAMPLE_263,SAMPLE_264,SAMPLE_265,SAMPLE_266,SAMPLE_267,SAMPLE_268,SAMPLE_269,SAMPLE_270,SAMPLE_271,SAMPLE_272,SAMPLE_273,SAMPLE_274,SAMPLE_275,SAMPLE_276,SAMPLE_277,SAMPLE_278,SAMPLE_279,SAMPLE_280,SAMPLE_281,SAMPLE_282,SAMPLE_283,SAMPLE_284,SAMPLE_285,SAMPLE_286,SAMPLE_287,SAMPLE_288,SAMPLE_289,SAMPLE_290,SAMPLE_291,SAMPLE_292,SAMPLE_293,SAMPLE_294,SAMPLE_295,SAMPLE_296,SAMPLE_297,SAMPLE_298,SAMPLE_299,SAMPLE_300,SAMPLE_301,SAMPLE_302,SAMPLE_303,SAMPLE_304,SAMPLE_305,SAMPLE_306,SAMPLE_307,SAMPLE_308,SAMPLE_309,SAMPLE_310,SAMPLE_311,SAMPLE_312,SAMPLE_313,SAMPLE_314,SAMPLE_315,SAMPLE_316,SAMPLE_317,SAMPLE_318,SAMPLE_319,SAMPLE_320,SAMPLE_321,SAMPLE_322,SAMPLE_323,SAMPLE_324,SAMPLE_325,SAMPLE_326,SAMPLE_327,SAMPLE_328,SAMPLE_329,SAMPLE_330,SAMPLE_331,SAMPLE_332,SAMPLE_333,SAMPLE_334,SAMPLE_335,SAMPLE_336,SAMPLE_337,SAMPLE_338,SAMPLE_339,SAMPLE_340,SAMPLE_341,SAMPLE_342,SAMPLE_343,SAMPLE_344,SAMPLE_345,SAMPLE_346,SAMPLE_347,SAMPLE_348,SAMPLE_349,SAMPLE_350,SAMPLE_351,SAMPLE_352,SAMPLE_353,SAMPLE_354,SAMPLE_355,SAMPLE_356,SAMPLE_357,SAMPLE_358,SAMPLE_359,SAMPLE_360,SAMPLE_361,SAMPLE_362,SAMPLE_363,SAMPLE_364,SAMPLE_365,SAMPLE_366,SAMPLE_367,SAMPLE_368,SAMPLE_369,SAMPLE_370,SAMPLE_371,SAMPLE_372,SAMPLE_373,SAMPLE_374,SAMPLE_375,SAMPLE_376,SAMPLE_377,SAMPLE_378,SAMPLE_379,SAMPLE_380,SAMPLE_381,SAMPLE_382,SAMPLE_383,SAMPLE_384,SAMPLE_385,SAMPLE_386,SAMPLE_387,SAMPLE_388,SAMPLE_389,SAMPLE_390,SAMPLE_391,SAMPLE_392,SAMPLE_393,SAMPLE_394,SAMPLE_395,SAMPLE_396,SAMPLE_397,SAMPLE_398,SAMPLE_399,SAMPLE_400,SAMPLE_401,SAMPLE_402,SAMPLE_403,SAMPLE_404,SAMPLE_405,SAMPLE_406,SAMPLE_407,SAMPLE_408,SAMPLE_409,SAMPLE_410,SAMPLE_411,SAMPLE_412,SAMPLE_413,SAMPLE_414,SAMPLE_415,SAMPLE_416,SAMPLE_417,SAMPLE_418
1,bote 1,20.500000,27.642,27.226,27.105,27.122,27.078,26.985,26.439,26.274,26.353,26.442,26.505,26.786,27.335,27.125,27.092,27.247,27.608,27.266,26.849,26.787,27.011,26.747,26.622,26.527,26.768,27.356,27.603,27.81,27.813,27.878,27.836,27.613,27.431,27.528,27.727,27.555,28.123,28.038,27.888,27.543,27.7,28.043,28.697,28.847,28.973,28.745,28.384,27.814,27.768,27.734,27.724,27.852,28.127,28.141,28.036,27.941,27.771,27.482,27.489,27.626,27.77,28.31,28.037,28.195,28.315,28.409,28.696,29.538,29.681,29.739,29.703,29.622,29.331,29.387,29.373,29.117,29.463,29.412,29.511,29.515,30.317,30.498,30.622,30.67,30.484,29.795,29.029,29.639,29.69,29.658,29.383,29.029,28.907,28.908,28.907,28.813,28.706,28.723,29.149,29.148,28.611,28.608,28.555,28.545,28.742,28.727,28.764,28.807,28.835,29.557,29.914,29.827,29.603,29.315,28.307,28.179,28.249,28.369,28.737,28.902,29.047,29.082,29.096,29.233,29.434,29.329,29.331,29.058,28.896,28.842,28.862,28.726,28.704,28.814,29.218,29.19,29.165,29.001,28.912,29.042,29.219,29.478,29.545,28.966,29.53,29.41,29.319,29.375,29.437,28.873,28.757,29.134,29.332,29.329,29.292,29.243,28.532,28.213,28.482,29.125,29.009,28.59,28.944,29.796,29.595,29.092,28.878,29.065,29.127,28.969,29.027,29.071,29.118,29.077,28.894,28.909,29.143,29.213,28.707,28.399,28.26,29.299,29.618,29.897,29.616,29.784,29.047,29.561,29.552,28.645,28.437,29.202,29.324,29.468,29.268,28.963,28.552,28.699,28.798,28.901,29.058,28.979,29.022,29.135,29.387,29.607,29.526,29.521,29.298,28.796,28.783,28.861,29.048,29.018,29.124,29.334,28.934,28.833,28.575,29.66,29.635,29.589,29.633,29.586,28.562,28.309,28.688,28.705,28.774,29.037,29.163,29.173,29.15,29.11,28.927,29.103,29.489,29.605,29.657,29.616,29.444,28.935,29.243,29.003,29.052,29.055,28.879,28.753,28.749,28.495,28.482,28.605,28.677,28.849,29.046,28.958,29.095,29.137,29.099,29.047,28.286,27.966,27.97,28.046,28.12,28.763,28.826,28.691,28.716,28.811,28.912,28.786,28.73,28.579,28.254,28.313,28.032,27.914,28.038,27.875,27.835,27.96,28.659,28.755,28.733,28.81,28.815,28.699,27.935,28.155,28.17,28.158,27.969,27.638,27.727,27.643,27.655,27.817,27.87,27.667,27.847,27.904,27.921,27.869,27.884,27.913,28.07,28.083,28.103,28.174,28.043,27.847,27.817,27.796,27.859,27.867,27.752,27.393,27.172,27.222,27.384,27.529,27.367,27.328,27.235,27.356,27.449,27.215,27.352,27.473,27.409,27.376,27.43,27.417,27.431,27.405,27.222,26.892,26.255,26.316,26.328,25.918,25.513,24.67,24.369,25.25,25.608,25.658,25.47,24.983,24.691,24.335,24.494,24.643,25.265,25.366,25.456,26.327,26.264,26.899,27.064,26.934,26.307,26.094,25.961,25.872,25.958,25.663,25.463,25.456,25.578,25.451,25.37,25.26,25.193,25.534,25.734,25.481,25.474,25.555,26.234,26.301,26.335,26.247,26.301,26.454,25.596,24.913,25.076,25.372,25.406,25.621,25.844,25.978,26.193,25.919,25.501,25.313,25.723,25.836,25.899,25.814,25.882,26.502,26.43,26.27,26.221,26.233,26.403,26.946,27.193,26.801,26.625,26.601,26.824,27.212,27.491,27.332
2,bote 2,15.900000,27.615,27.211,27.092,27.117,27.043,26.936,26.419,26.233,26.327,26.424,26.489,26.772,27.321,27.087,27.044,27.223,27.578,27.261,26.816,26.738,26.996,26.711,26.606,26.513,26.743,27.345,27.594,27.794,27.784,27.84,27.824,27.56,27.348,27.485,27.715,27.543,28.122,28.037,27.891,27.542,27.699,28.051,28.699,28.843,28.968,28.752,28.394,27.818,27.769,27.727,27.731,27.851,28.131,28.145,28.033,27.939,27.768,27.475,27.479,27.619,27.764,28.312,28.034,28.194,28.309,28.399,28.681,29.526,29.637,29.659,29.661,29.611,29.326,29.383,29.372,29.118,29.462,29.411,29.509,29.514,30.314,30.498,30.605,30.66,30.478,29.793,29.028,29.642,29.697,29.668,29.389,29.03,28.9,28.9,28.898,28.806,28.699,28.718,29.145,29.144,28.613,28.61,28.555,28.545,28.741,28.716,28.753,28.795,28.818,29.55,29.876,29.767,29.588,29.306,28.31,28.178,28.248,28.37,28.74,28.892,29.02,29.047,29.078,29.231,29.444,29.339,29.336,29.053,28.881,28.825,28.873,28.736,28.708,28.81,29.213,29.141,29.113,29.032,28.959,29.057,29.227,29.494,29.555,28.966,29.527,29.408,29.318,29.372,29.44,28.873,28.748,29.131,29.332,29.33,29.296,29.246,28.529,28.21,28.441,29.076,28.962,28.559,28.957,29.804,29.598,29.058,28.858,29.063,29.122,28.969,29.026,29.072,29.123,29.081,28.891,28.906,29.141,29.211,28.705,28.396,28.257,29.307,29.624,29.902,29.599,29.76,29.022,29.559,29.547,28.635,28.424,29.199,29.325,29.47,29.259,28.948,28.53,28.68,28.772,28.889,29.055,28.966,29,29.106,29.368,29.59,29.514,29.519,29.294,28.792,28.772,28.853,29.044,29.012,29.115,29.325,28.917,28.818,28.56,29.654,29.611,29.559,29.613,29.581,28.551,28.287,28.669,28.694,28.764,29.029,29.152,29.171,29.149,29.094,28.906,29.081,29.481,29.599,29.652,29.606,29.435,28.929,29.235,28.992,29.044,29.049,28.876,28.749,28.744,28.464,28.456,28.589,28.666,28.842,29.041,28.952,29.085,29.118,29.078,29.031,28.283,27.963,27.967,28.041,28.116,28.761,28.818,28.678,28.71,28.807,28.892,28.76,28.723,28.575,28.253,28.313,28.031,27.912,28.042,27.856,27.811,27.924,28.612,28.68,28.697,28.82,28.829,28.711,27.939,28.155,28.169,28.155,27.958,27.631,27.726,27.643,27.651,27.784,27.821,27.649,27.832,27.887,27.893,27.828,27.857,27.9,28.061,28.075,28.099,28.171,28.017,27.802,27.776,27.751,27.816,27.838,27.737,27.374,27.158,27.21,27.373,27.529,27.346,27.302,27.212,27.337,27.435,27.198,27.34,27.467,27.388,27.345,27.398,27.382,27.412,27.385,27.196,26.871,26.238,26.306,26.308,25.892,25.481,24.634,24.335,25.219,25.567,25.612,25.412,24.931,24.649,24.284,24.421,24.572,25.276,25.35,25.419,26.304,26.242,26.897,27.038,26.921,26.265,26.018,25.965,25.902,25.925,25.685,25.466,25.437,25.541,25.417,25.353,25.247,25.177,25.512,25.696,25.433,25.429,25.509,26.202,26.271,26.304,26.212,26.268,26.435,25.573,24.872,25.023,25.305,25.361,25.576,25.789,25.957,26.161,25.885,25.442,25.255,25.682,25.805,25.888,25.813,25.872,26.505,26.421,26.25,26.207,26.233,26.37,26.895,27.18,26.78,26.59,26.556,26.778,27.136,27.414,27.282
